Name,imageUrl,Location,linkedin,Description,Investment_Sector,investments,companyWebsite
Alexander John,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/alexander_john.jpg,"London, UK",https://www.linkedin.com/in/alexandervjohn,"Alexander John is a serial entrepreneur and an angel investor, known for his role in mentoring early-stage startups.",,,https://openai.com/
Pranav Sood,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/pranav_sood.jpg,", UK",https://www.linkedin.com/in/pranav-sood-6b592a29,"Pranav Sood is entrusted with the task of scaling Airwallex across the EMEA region. Airwallex is a globally recognized financial platform and a trusted choice for managing payments and treasury by businesses such as Brex, Navan, Rippling, SHEIN, Qantas, and tens of thousands of SMEs worldwide. The company has successfully raised over $900 million from leading investors including Sequoia, DST Global, Greenoaks, Lone Pine Capital, and Mastercard.",,,http://www.airwallex.com
Maria Stella Wirz,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/maria_stella_wirz.jpg,"London, UK",https://www.linkedin.com/in/maria-stella-wirz-29774a38,,,,http://www.medeorassociates.com/
Priya Singhania,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/priya_singhania.jpg,"London, UK",https://www.linkedin.com/in/priya-singhania-5446b3205,,,,â
Sap Bakshi,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/sap_bakshi.jpg,"Maidenhead, UK",https://www.linkedin.com/in/sap-bakshi,,,,http://www.arcisbio.com
Hubert Trinkunas,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/hubert_trinkunas.jpg,"London, UK",https://www.linkedin.com/in/hubert-trinkunas-119898128,"Hubert Trinkunas is an active angel investor with a keen interest in the creator economy, influencer marketing, and Web3 startups. His investments are primarily channeled towards these innovative and emerging sectors, demonstrating his commitment to supporting new digital trends and businesses.",,,https://wishu.io/
Nadia Aziz,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/nadia_aziz.jpg,"London, UK",https://www.linkedin.com/in/aziznadia,,,,https://gtnr.it/3vppw81
Doug Frost,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/doug_frost.jpg,"Windsor, UK",https://www.linkedin.com/in/doug-frost-320b402,"Doug Frost serves as the Chief HR Officer and is also a Non-Executive Director (NED). In addition to these roles, Frost is an active Angel Investor and Board Advisor, offering his expertise and financial support to various ventures. He is also a mentor, sharing his knowledge and experience with others in the industry.",,,http://kraken.travel
Gniewomir Flis,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/gniewomir_flis.jpg,"London, UK",https://www.linkedin.com/in/gniewomir-flis-14677a140,"Gniewomir Flis is a Climate Tech Consultant and Angel Investor who provides a range of services to clients from both public and private sectors. His expertise includes techno-economic analysis, market intelligence, policy advisory, and business development. He is recognized as the lead author of in-depth research into emerging electrochemical technologies. As an angel investor, Flis has invested in two deep-tech companies, namely EnginZyme and Magrathea. He also heads a team of interns.",,,https://kayapartners.com
Karen Kerrigan,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fkaren-kerrigan.jpeg?alt=media&token=24f6ff7d-9985-4013-aa43-21b5492f2b9d,"London, UK",https://www.linkedin.com/in/karen-kerrigan/,,"Education,","Code First Girls,",
David Buller,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/david_buller.jpg,"London, UK",https://www.linkedin.com/in/dpbuller/,"David Buller is a seasoned entrepreneur and investor with a significant track record. He is the founder of Avantec Healthcare, a firm specialising in hospital supplies and pharmacy automation, which was eventually acquired by Omnicell Inc. (NASDAQ:OMCL). As a private investor, Buller deploys his capital globally into startups, venture funds, property, and alternative investments. He wears multiple hats in the investment world, serving as a Venture Partner at Ascension and an Investment Partner at Ascension Life Fund. In these roles, he focuses on late seed stage investments in the Life Science and Health Tech sectors. Beyond his investing activities, Buller mentors burgeoning entrepreneurs through 500 Startups and NatWest Entrepreneur Accelerator. His academic accomplishments include an MBA in Finance and completing executive programs at Berkeley Haas Venture Capital and NVCA VC University.",,,
Cherry Swayne,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/cherry_swayne.jpg,"Cambridge, UK",https://www.linkedin.com/in/cherryswayne,"Cherry Swayne plays a crucial role in the climate technology sector, guiding startups in building efficient teams. She serves as a domain expert for Carbon13 and is also an active angel investor. Beyond her investment activities, she organizes the 'Working in Sustainable Technology Meetup' and the 'Climate Tech Pioneers Community'. Furthermore, she shares her insights and expertise as a podcast host and speaker on climate issues.",,,http://www.aboveandbeyondrec.co.uk
Patrice Z.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/patrice_z.jpg,"London, UK",https://www.linkedin.com/in/patricezhang,"Patrice Z. holds a prominent role as a Valuation Manager at Davidson Kempner, following an earlier tenure as an Associate at Houlihan Lokey. Apart from his corporate roles, Patrice is also an active angel investor. His professional expertise spans across various financial sectors, including Mergers and Acquisitions (M&A), Corporate Finance, and Financial Advisory. He has garnered this wealth of experience working in major financial hubs like London and Paris. Patrice is an alumnus of the London School of Economics (LSE) and the Sorbonne University of Paris, where he specialized in Finance. His professional competencies include financial modeling, financial analysis, restructuring, due diligence, and proficiency in Bloomberg.",,,https://www.davidsonkempner.com/
Sam Feldt,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fsam-feldt.jpeg?alt=media&token=1045f2da-2fc1-49d2-a0d6-f0e5f26fc4d7,"Amsterdam, Netherlands",https://www.linkedin.com/in/samrenders/,,"AI, Data, Tech, Cloud, Cyber Security, Software, Entertainment, Media, B2C,","Un:hurd Music,",
Dr. Maximilien Levesque,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fmaximilien-levesque.jpeg?alt=media&token=230284ee-2193-4cbe-a673-b71d19427a54,"Paris, France",https://www.linkedin.com/in/maxlvsq/,,"Life Sciences,","CardiaTec,",
Martin Nulty,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/martin_nulty.jpg,"St. Helier, Jersey, St. Helier, Jersey",https://www.linkedin.com/in/martin-nulty-b093819,"Martin Nulty serves as a technology investor, operating in the capacity of both an angel investor and a venture capital investor.",,,â
Babou Olengha-Aaby,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/babou_olengha_aaby.jpg,"Hammersmith, UK",https://www.linkedin.com/in/babouolenghaaaby,"Babou Olengha-Aaby, a Congolese-born mother of three, is the Founder and CEO of The Next Billion. This impact-driven company aims to revolutionize the business landscape by enhancing the visibility of women in business worldwide. Olengha-Aaby's mission is to empower the upcoming generation of female entrepreneurs, manufacturers, producers, and employers to step forward and gain recognition. A staunch advocate for female entrepreneurship and women's economic empowerment, Olengha-Aaby believes in the transformative power of collective effort, storytelling, and technology to bring about positive change. Under her leadership, The Next Billion has launched initiatives like Access2 and Profile[me], as well as the social media campaigns #WinningFacts and #WinningEffects.",,,â
Ian Ellis,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/ian_ellis.jpg,"London, UK",https://www.linkedin.com/in/ellisian,"Ian Ellis, a seasoned technology strategist, has a distinguished career in driving stakeholder engagement at globally recognized organizations such as Morgan Stanley, Deutsche Bank, Prudential Financial, Microsoft, and Bank of Ireland. His work primarily involves aligning an organization's overarching objectives with its technology and business strategies, with a particular focus on driving innovation and engagement with the external ecosystem of emerging technologies, investors, and established tech players. Ellis is a co-founder of the OperAngels syndicate, a group of industry experts who primarily make angel investments in the enterprise tech and cyber security sectors. He also founded Enterprise Tech London, formerly known as the London Enterprise Tech Meetup. Ellis played a pivotal entrepreneurial role in the establishment of the Accenture FinTech Innovation Lab.",,,http://www.lnetm.com
Sachin Tandon,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/sachin_tandon.jpg,", UK",https://www.linkedin.com/in/sachinntandon,"Sachin Tandon is an entrepreneur and investor, currently focusing on the development of Ovvio.co. In addition to this role, he also serves as an advisor to Celitech Inc. Tandon also extends his expertise to other ventures as an angel investor and advisor.",,,https://www.ovvio.co
Rob Hodkinson,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/rob_hodkinson.jpg,"London, UK",https://www.linkedin.com/in/rob-hodkinson,"Rob Hodkinson plays a crucial role as an investor. His responsibilities typically involve providing capital to companies or startups, with the expectation of receiving a return on his investment.",,,http://wildr.co.uk
Burak Yaman,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/burak_yaman.jpg,", UK",https://www.linkedin.com/in/burakyaman,"Burak Yaman is a seasoned startup mentor, advisor, and innovation consultant with a track record spanning over 12 years. His experience includes co-founding three startups and advising over 200 startups. He also established Lean Startup Atelier, a platform dedicated to helping companies adopt the Lean Startup approach to validate new business ideas. Yaman's previous roles include serving as the innovation and entrepreneurship manager at Eczacibasi Holding, a leading Turkish industrial group comprising 39 companies. He also worked as the founding coordinator of KWORKS, formerly known as Koc University Incubation Center, which supports entrepreneurs in building sustainable and scalable tech-based startups like Kolayik, Botanalytics, Youthall, Viravira, and Akaunting.",,,http://www.nbtdigital.com
Adam Moses,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/adam_moses.jpg,"Newcastle upon Tyne, UK",https://www.linkedin.com/in/adam-moses-6646288,Angel investor.,,,https://www.allego.com
John Regan,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/john_regan.jpg,"Guildford, UK",https://www.linkedin.com/in/reganjohn,"John Regan has a diverse and extensive career spanning three decades as an entrepreneur, founder, and initial investor in disruptive technology businesses. His expertise lies in the fields of digital advertising, digital identity, marketing data, and technology. Regan has successfully established five start-ups, transforming them from initial concepts to fully operational businesses. His business acumen has led to four successful trade sales and one notable Initial Public Offering (IPO). Regan is also a seasoned fundraiser, having secured investments from high-net-worth individuals, private equity, venture capital, and public markets. He has personally invested over Â£400,000 to seed-fund technology start-ups. His skill set spans various areas, including advertising, marketing analytics, software project management, start-ups,.",,,https://www.electricguitarplc.com
Nigel Eustace,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/nigel_eustace.jpg,", UK",https://www.linkedin.com/in/nigel-eustace-491923153,"Henarch Galleries, a private art gallery and advisory firm located in Surrey, is dedicated to showcasing contemporary artwork from emerging, established, and Blue Chip artists worldwide. Since its inception in August 2019, the company has aimed to become a leading independent art gallery, presenting top-tier talent from the contemporary art scene. The team at Henarch Galleries, comprising advisors, curators, and consultants, offers a personalised and tailored service to clients from various backgrounds. They provide clients with detailed knowledge and history of the artwork, catering to both collectors and investors. Henarch Galleries distinguishes itself in the traditional art world as a dynamic and innovative company with a profound passion for the thriving market. The company is committed to supporting the artists within the Hen.",,,http://www.henarchgalleries.com
Jon Koplin,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/jon_koplin.jpg,"London, UK",https://www.linkedin.com/in/jkoplin,"Jon Koplin is a tech investor and acquirer with a diverse background in the industry. His experience spans across startups and large corporations in the US, Europe, and Asia. In addition to his investing activities, Koplin also serves as a board observer.",,,http://www.cisco.com
Robin McIlvenny,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/robin_mcilvenny.jpg,", UK",https://www.linkedin.com/in/robin-mcilvenny-4b017034,"Robin McIlvenny, a former bank CEO with a broad range of experience in mergers and acquisitions (M&A), corporate finance, private equity, development capital, and fundraising for businesses and entrepreneurs, has a vast international board experience spanning numerous sectors. His involvement extends to the US food industry, UK and European real estate, manufacturing, oilfield services, private equity,venture capital and hedge funds across Europe, the US and Asia, sustainable energy, Agri-Tech, media including film and digital, and information technology. McIlvenny recently completed a three-year tenure as Senior Adviser to the Department for International Trade (DIT), where he aided the UK government's efforts to attract international capital into high-value innovation projects. Since.",,,â
Sam Zappi,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/sam_zappi.jpg,"London, UK",https://www.linkedin.com/in/samzappi,"Sam Zappi serves as the founder and CEO of Personalised Co, a company aimed at promoting healthier lifestyles through convenient, sustainable, and personalised daily nutrition. In addition to his primary role, Zappi is also an angel investor, focusing on seed and pre-seed stage investments.",,,http://personalised.co
Sanjive Sachdev,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/sanjive_sachdev.jpg,", UK",https://www.linkedin.com/in/sanjive-sachdev-a6b768259,,,,http://www.oliversanderson.com
Dr Andrew Buckley,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fandrew-buckley.png?alt=media&token=3f507838-dd08-486f-a4d7-8e3f5f46b247,"Manchester, UK",https://uk.linkedin.com/in/andrewjbuckley,,"Finance, Insurance, Legal, Regulation, Property and Construction, B2B, Human Resources, Marketing, Software,","TABBx (Tabbit), TABBx (TABBit),",
Andre Botelho,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/andre_botelho.jpg,"Royal Tunbridge Wells, UK",https://www.linkedin.com/in/andrehbotelho,,,,â
Charles Leach,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/charles_leach.jpg,"London, UK",https://www.linkedin.com/in/charlesleach,"Charles Leach is a seasoned financial and strategic advisor with over three decades of experience in investing, capital raising, and providing strategic advice. His expertise extends to various roles, including being a founder and CEO, and he has a particular interest in 'special projects'. Leach's approach to capital raising is unique, advising clients to first exhaust internal avenues for more profit. He believes that cash from customers is superior to debt, as it incurs no interest, requires no payback, and allows for more control. In addition to his investments and involvement in care homes and real estate, Leach has co-founded Strategic Things with long-time friend and marketing genius, John Duggan. This venture focuses on the three essential pillars of growth: finance.",,,www.strategicthings.co.uk
Mark Hillier,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/mark_hillier.jpg,"London, UK",https://www.linkedin.com/in/mark-hillier-13a170a9,"Mark Hillier is a seasoned professional in the restaurant and entertainment property sector, serving as an investor, advisor, founder, and FinTech expert. His areas of expertise include angel investing, sales growth, business strategy, and growth strategies, with a focus on revenue and profit growth, strategic planning for growth, growth capital, and productivity improvement. In addition, Hillier has a wealth of experience in the real estate industry, specialising in real estate development, negotiation, property management, commercial real estate, investment properties, leases, valuation, and investments. He is also proficient in due diligence, lettings, and landlord relations. As a restaurant and leisure property consultant, Hillier has worked with a variety of occupiers, including Prezzo,.",,,â
Paras Patel,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/paras_patel.jpg,"London, UK",https://www.linkedin.com/in/paras-patel-55337510,"Paras Patel is a founding partner of E3 Capital, formerly known as EAV. This venture is recognized as Africa's first climate-tech VC fund, managing approximately $150 million AuM across two funds. Patel has dedicated over a decade to climate investments in Africa and was instrumental in shaping the fund's investment strategy, focusing on intelligent infrastructure solutions for Sub-Saharan Africa. Patel spearheaded E3 Capital's investments in several groundbreaking sectors, such as commercial and industrial solar, wireless ISPs, and digital LPG solutions. He also led the investment into d.light, marking E3 Capital's first successful exit in 2020. Before his tenure at E3 Capital, Patel demonstrated his entrepreneurial acumen by establishing Simply Live in 2012. This.",,,http://www.e3-cap.com/
Gabriel Ossi,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/gabriel_ossi.jpg,", UK",https://www.linkedin.com/in/gabrielossi,,,,â
Andrew Threlfall,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/andrew_threlfall.jpg,"Manchester, UK",https://www.linkedin.com/in/adthrelfall,"Andrew Threlfall has built a career at the intersection of business and technology, focusing primarily on early-stage B2B SaaS startups. His passion lies in utilizing technology to make a significant impact. Threlfall's journey began working for a business angel and eventually led him to establish his own company, creating software for regulated sectors such as medical and insurance industries. He later founded Malinko, a successful business that provides valuable services to NHS community services. Throughout his career, Threlfall has received support from business angels, mentors, and non-executive directors. In return, he has taken on the role of an angel investor, coach, and mentor to budding founders and entrepreneurs.",,,â
James Golby,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/james_golby.jpg,"London, UK",https://www.linkedin.com/in/james-golby-24b8a586,"James Golby is a seasoned entrepreneur and investor with a focus on innovation and strategic planning. He is currently involved in new ventures at Fintech Innovation Lab, where he utilizes his expertise in venture building and growth strategy. In addition to this, Golby also operates as an angel investor, providing financial backing to startups and early-stage companies.",,,http://foundersintelligence.com/
CJ Daniel-Nield,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/cj_daniel_nield.jpg,"London, UK",https://www.linkedin.com/in/cj-daniel-nield,Angel investor.,,,http://planes.studio
Christian Arno,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/christian_arno.jpg,"Edinburgh, Scotland, Uk",https://www.linkedin.com/in/christianarno,"Christian Arno is the founder and CEO of Pawprint, a guided Sustainability Engagement Platform designed to help businesses accelerate their climate action and sustainability efforts. The platform, which operates on a B2B SAAS model, has raised Â£4 million from angel investors and crowdfunding initiatives. Pawprint currently serves more than 30 clients, including Vodafone, Vitality, Bain and Co, Royal London, CGI, and abrdn. The platform has the backing of several advisors, including Mike Berners-Lee, a renowned carbon footprinting expert and author, and Tom Sermon, CRO and President, International at Virgin Pulse. Prior to Pawprint, Arno established Lingo24, a global tech-enabled translation company. He led the business for.",,,http://www.pawprint.eco
Brian Fitzpatrick,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/brian_fitzpatrick.jpg,"London, UK",https://www.linkedin.com/in/brianfitzpatrick2,"Brian Fitzpatrick has been a leading figure in the digital media industry for over two decades, beginning his career in 1997. He has held a variety of roles across multiple sectors, including agency, media ownership, client-side, and technology. Fitzpatrick boasts a number of significant career milestones, such as being a founding member of the first agency trading desk, now known as Xaxis. This venture played a crucial role in shaping the programmatic advertising landscape as we know it today. Fitzpatrick was also instrumental in launching the first programmatic video platform in Europe, Adap.tv, which empowered advertisers to utilize video in a data-driven and efficient manner. Fitzpatrick's contributions to the development of Europe's 5th largest publisher network.",,,https://www.corvidae.ai
Roxane Sanguinetti,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/roxane_sanguinetti.jpg,"London, UK",https://www.linkedin.com/in/roxane-sanguinetti-72993547/,,"Healthcare,","Hanx, 50intech,",
Hugh Chappell,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/hugh_chappell.jpg,", UK",https://www.linkedin.com/in/hughchappell,,,,â
Riccardo Bruni,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/riccardo_bruni.jpg,"London, UK",https://www.linkedin.com/in/riccardo-bruni-42122241,Angel investor.,,,https://www.makeheroes.co
NIKHIL NEHRA,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/nikhil_nehra.jpg,"London, UK",https://www.linkedin.com/in/nikhil-nehra-57716a23b,Angel investor.,,,â
Mark Gordon,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fmark-gordon.jpeg?alt=media&token=4c0cdfc7-fb81-4a1a-aa3c-77e669f96887,"Southend-on-sea, UK",https://www.linkedin.com/in/mark-gordon-56579b7/,,"Food and Beverage,","Ambl,",
Mark Hunt,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fmark-hunt.jpeg?alt=media&token=6cacb52c-795a-43ee-b4dd-420772e09131,"London, UK",https://www.linkedin.com/in/mark-hunt-8731571/,,"Insurance, Finance, Legal, Regulation, Property and Construction, B2B, Human Resources, Marketing, Software,","Lukango,",
Matteo Franceschetti,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fmatteo-franceschetti.jpeg?alt=media&token=0da57305-76c3-4418-8439-286e9ba0bed0,"NYC, US",https://www.linkedin.com/in/matteofranceschetti/,,"Software, Legal, Finance, Insurance, Regulation, Property and Construction, B2B, Human Resources, Marketing,","SigmaOS,",
Matthew Freud,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fmatthew-freud.png?alt=media&token=d1b45953-aa4b-465e-8319-761ad0129494,"London, UK",https://www.linkedin.com/in/matthew-freud-520a57179/,,"Food and Beverage, Agriculture,","EzTenda,",
Dimitar Stanimiroff,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/dimitar_stanimiroff.jpg,"London, UK",https://www.linkedin.com/in/stanimiroff,"Dimitar Stanimiroff is a seasoned SaaS founder, operator, and angel investor with a successful history of leading and expanding technology companies across Europe. He currently holds the position of Vice President & General Manager EMEA at Crossbeam, a leading Ecosystem-Led Growth (ELG) platform designed to enhance companies' deal velocity, ACV, and win rates. Before his tenure at Crossbeam, Stanimiroff served as the General Manager EMEA at Handshake, where he spearheaded the company's European expansion, facilitated growth, and established strategic partnerships throughout the region. Stanimiroff's prior experience also includes co-founding Heresy, a sales diagnostics and management tool utilized by prominent SaaS companies such as.",,,https://www.crossbeam.com/
Alison Kyle,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/alison_kyle.jpg,"Fordingbridge, UK",https://www.linkedin.com/in/alisonkyle,"Alison Kyle is an accomplished investor and wildlife photographer with a substantial background in the IT industry. She manages a diverse investment portfolio and holds an ownership stake in several early-stage companies. As a member of the Southern Angel Investors Club (SAIC), a Business Angels network, she plays an active role in angel investing. Kyle's professional experience is rooted in her significant contribution as a Project Executive in the IT industry. She has successfully executed large-scale, multi-million-dollar infrastructure implementations in the UK, South Africa, and India for IBM. Specializing in transformation programs in emerging markets, Kyle has shown a keen expertise in areas such as IT strategy, service management, global delivery, change management, and more. She is a certified Project Management Professional (.",,,â
Reuben Sagar,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/reuben_sagar.jpg,"London, UK",https://www.linkedin.com/in/chiefrevenueofficer,Angel investor.,,,https://www.aibidia.com
Diego Vega,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/diego_vega.jpg,"London, UK",https://www.linkedin.com/in/diegovegajenkins,Angel investor.,,,landslide.energy
Oliver Pawle,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Foliver-pawle.jpeg?alt=media&token=e0d2b0cf-cf4a-4dbd-95bc-f953a3b09ea3,", UK",https://uk.linkedin.com/in/oliver-pawle-2600332b,,"Tech, AI, Healthcare, Software, Retail and Commerce, Food and Beverage, Manufacturing and Industrial, Hardware, B2B, Data, Regulation,","Cydar Medical, GoodBox, HomeTree, MYNDUP, Pyreos, Unmind, VoxSmart,",
Trevor Jones,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/trevor_jones.jpg,"London, UK",https://www.linkedin.com/in/trevorjones555,"Trevor Jones holds prominent roles as an Angel Investor and a Non-Executive Director (NED). In addition to his individual investments, he also serves as a Network Manager for an Angel Investor Network.",,,http://www.thefsegroup.com/
Tatyana Staneva,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/tatyana_staneva.jpg,"London, UK",https://www.linkedin.com/in/tatyana-staneva-7651621,,,,https://hermesa.co.uk/
Simone Batille,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/simone_batille.jpg,"Blackfriars, UK",https://www.linkedin.com/in/simonebatille,"Simone Batille has been a prominent figure in the impact investing space for nearly a decade, focusing primarily on growth-stage investments. Her expertise spans a range of areas, including business planning, scalability, entrepreneurship, venture capital, and go-to-market strategy. Batille is particularly interested in investing in startups that have reached the growth stage or have successfully developed their own minimum viable product (MVP). She places a high value on innovation and is keen to invest in impact startups that concentrate on climate, health, and environmental principles. In addition to her role as an investor, Batille is also involved in startup funding, business development, and angel investing. She has a diverse skill set that encompasses new business development, process improvement, lead generation, data.",,,http://www.generalcatalyst.com
Jeff Colegrave,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/jeff_colegrave.jpg,"London, UK",https://www.linkedin.com/in/jeff-colegrave-4325ba238,"Jeff Colegrave is an angel investor in the agri-tech sector. His role involves providing financial backing for start-ups and emerging companies in the agricultural technology industry. The extent of his involvement beyond financial support varies, but typically includes offering guidance and leveraging his network to help these businesses grow and succeed.",,,http://www.regenerate.ventures
Lorenzo Espinosa,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/lorenzo_espinosa.jpg,"London, UK",https://www.linkedin.com/in/lorenzoespinosa,"Lorenzo Espinosa is a business leader who specializes in propelling B2B SaaS companies into hypergrowth. His strategy involves a unique blend of product development, go-to-market strategies, and the creation of high-performing teams. Espinosa's passion for product, people, and systems has allowed him to successfully translate business priorities into effective product strategies. Espinosa's approach is characterized by curiosity and a growth mindset. These traits have enabled him to develop T-shaped skills and deliver significant results in numerous industries, including logistics, analytics, adtech, fintech, manufacturing, and healthtech. His experience spans across various geographies and company sizes, from startups to venture builders and major corporations like Amazon and American Express. In addition.",,,https://ada.com
Parin Shah,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/parin_shah.jpg,"London, UK",https://www.linkedin.com/in/parin1,"Parin Shah serves as the lead for Ventures at KIRKBI, the private holding and investment company of the Kirk Kristiansen family. In his role, Shah is an active angel investor and limited partner, focusing primarily on direct investments in growth-stage ventures. His investment interests span across various sectors, including gaming, media, entertainment, educational technology, climate, and sustainability. Shah is always eager to connect with exceptional founders at the earliest stages of their ventures.",,,http://www.kirkbi.com
David Craig,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fdavid-craig.jpeg?alt=media&token=f2b28d2a-9bff-4df6-b70d-589534e02d44,"London, UK",https://www.linkedin.com/in/davidwicraig/,,"Data, AI, Tech, Cloud, Cyber Security, Software,","Natcap,",
Robert D'Souza,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/robert_d'souza.jpg,"London, UK",https://www.linkedin.com/in/robertjdsouza,Angel Investor.,,,http://www.clari.com
Glenn Byrne,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/glenn_byrne.jpg,", UK",https://www.linkedin.com/in/glenn-byrne-85ab171,"Glenn Byrne is an angel investor, a futures and equities trader, and an advocate for Environmental, Social, and Governance (ESG) factors.",,,â
Robin Crow,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/robin_crow.jpg,"London, UK",https://www.linkedin.com/in/robinravicrow,"Robin Crow is the founder of Grow Crows, a unique entity that combines elements of a startup venture building studio, an angel investment syndicate,network, venture capital sourcing, grant automation, and members' clubs. The company is industry agnostic, focusing on the growth of social enterprises that align with Environmental, Social, and Governance (ESG) goals. Crow's personal niche lies in the intersection of financial technology (fintech) and educational technology (edtech), aimed at helping individuals develop future careers and lifestyles that align with their needs and values. The company offers world-leading perks from various third-party companies, universities, and more. Despite being inundated with unread messages, Crow is working on developing a custom pitching tool,stack to facilitate communication.",,,http://www.imperial.ac.uk/
Ellie Emerson,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/ellie_emerson.jpg,"London, UK",https://www.linkedin.com/in/ellie-emerson-a4362564,,,,https://dotdigital.com/
Mark Colquhoun,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/mark_colquhoun.jpg,"London, UK",https://www.linkedin.com/in/markcolquhounuk,"Mark Colquhoun serves as the Chairman of TalkLife, a leading global peer support platform for mental health. He is also recognized as a founder, mentor, investor, and non-executive director. Colquhoun is deeply committed to aiding entrepreneurs in expanding their businesses.",,,https://www.talklife.com
Olivia Bryce-Taylor,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/olivia_bryce_taylor.jpg,"Sevenoaks, UK",https://www.linkedin.com/in/olivia-bryce-taylor-41a599253,"Olivia Bryce-Taylor is an angel investor with a broad scope of expertise that spans finance, acquisitions, and financial analysis. She is particularly involved in the start-up ecosystem, providing both investment and consulting services for emerging ventures. Her work extends to corporate finance, mergers, and acquisitions, where she is known for her due diligence. Bryce-Taylor is also active in the venture capital and private equity sectors. Her geographical reach spans across Europe, the Middle East, and Africa (EMEA).",,,â
