Name,Image URL,sector,Location,linkedin,Twitter,stage,companyWebsite,contact
Fly Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/techcrunchcom20200617fly-ventures-ii.png,Hardtech,"Berlin, Germany",https://www.linkedin.com/company/fly-ventures/,https://twitter.com/flyvc,"Pre-seed, Seed",https://fly.vc/,
Fontinalis Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fontinaliscom.png,Generalist,"Detroit, US",https://www.linkedin.com/company/fontinalis-partners-llc,@fontinalis_fp,"Pre-seed, Seed",https://fontinalis.com/,
Force Over Mass Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fomcapcom.png,"B2B, FinTech, AI, Software","London, UK",,,"Seed, Growth",https://www.fomcap.com/,pitch@fomcap.com
Foresight Group,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/foresightgroupeu.png,Generalist,"London, UK",https://www.linkedin.com/company/foresight-group/,https://x.com/foresightgroup,Growth,https://www.foresight.group/,
Foreword VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/forewordvc.png,Generalist,"Berlin, Germany",https://www.linkedin.com/company/forewordvc/,@deckelly,Pre-seed,https://www.foreword.vc/,dec@foreword.vc
ForgePoint Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/forgepointcapcom.png,"Cybersecurity, Infrastructure software","San Mateo, US",https://www.linkedin.com/company/forgepoint-capital/,@forgepointcap,"Seed, Growth",https://forgepointcap.com/,
Form Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/formventuresvc.png,RegTech,"London, UK",https://www.linkedin.com/company/form-ventures/,https://twitter.com/formventureshq,"Pre-Seed, Seed",https://formventures.vc/,info@formventures.vc
Formic Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/formicvcabouthtml.png,Healthtech,"San Francisco, US",https://www.linkedin.com/company/tubusllc/,@_michaelantonov/,"Pre-seed, Seed",https://formic.vc/about.html,https://formic.vc/contact_us.html
Forward Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/forwardpartnerscom.png,"AI, Marketplaces, E-Commerce","London, UK",https://www.linkedin.com/company/forward-partners-uk/,@ForwardPrt,"Pre-seed, Seed",https://forwardpartners.com/,
Forward VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/forwardvccom.png,Generalist,"The Hague, Netherlands",https://www.linkedin.com/company/forwardventurecapital/,@ElRuderino,"Pre-seed, Seed",https://www.forwardvc.com/,https://www.forwardvc.com/#wf-form-Contact-Form
Foundamental,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/foundamentalcom.png,Construction,"Berlin, Germany",https://www.linkedin.com/company/foundamental/,,"Seed, Growth",https://foundamental.com/,
Founders Factory,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/foundersfactorycom.png,Generalist,"London, UK",https://www.linkedin.com/company/foundersfactory/,@foundersfactory,"Pre-Seed, Seed",https://foundersfactory.com/,https://foundersfactorystartups.typeform.com/to/WlDiIsRh
FPE Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fpecapitalcom.png,"Software, Data, Analytics","London, UK",https://www.linkedin.com/company/fpe-capital-llp/,@FPECapital,"Seed, Growth",https://www.fpecapital.com/,peenquiries@fpecapital.com
Frog Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/frogcapitalcom.png,Software,"London, UK",https://www.linkedin.com/company/frog-capital,@frogcapital/status/1555128558959427584,Growth,https://frogcapital.com/,reception@frogcapital.com
Frontline Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/frontlinevc.png,"B2B, Software","London, Dublin, UK",https://www.linkedin.com/company/frontline-ventures,https://twitter.com/FrontlineVC,"Pre-Seed, Seed",http://frontline.vc/,https://www.frontline.vc/contact-us/contact-us-general-enquiry/
Fuel Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fuelventures.png,"Marketplace, Platforms, Software","London, UK",https://www.linkedin.com/company/fuel-ventures/,@fuelventures,Seed,https://fuel.ventures/,https://fuel.ventures/contact/
Fund Fellow Founders,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/fffvc.png,Generalist,"Harjumaa, Estonia",https://www.linkedin.com/company/fund-fellow-founders/,,"Pre-seed, Seed, Growth",https://fff.vc/,https://fff.vc/get-funded
Future Planet Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/futureplanetcapitalcom.png,Impact,"London, UK",https://www.linkedin.com/company/future-planet-capital,@future_planet,Growth,https://futureplanetcapital.com/,https://futureplanetcapital.com/contact-us
GameTech Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/gametechventurescom.png,Gaming,"London, UK",https://www.linkedin.com/company/gametechventures/,,"Pre-seed, Seed, Growth",https://gametechventures.com/,start@gametechventures.com
GFR Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/gfrfundcom.png,Media,"Burlingame, US",https://www.linkedin.com/company/gfrfund,@GFRFund,"Pre-seed, Seed, Growth",https://www.gfrfund.com/,hello@gfrfund.com
Global Founders Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/globalfounderscapitalcom.png,Generalist,"London, UK",,,"Pre-Seed, Seed, Series A",https://www.globalfounderscapital.com/,https://www.globalfounderscapital.com/contact
GMG Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/gmgventuresco.png,Media,"London, UK",https://www.linkedin.com/company/gmg-ventures,,"Pre-Seed, Seed, Series A",https://www.gmgventures.co/,https://www.gmgventures.co/contact/
Gmt Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/gmtpartnerscom.png,"Media, Infrastructure","London, UK",,,Growth,https://gmtpartners.com/,https://gmtpartners.com/Contacts.aspx
Goldacre,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/goldacrecom.png,"Proptech, Generalist","London, UK",,,"Seed, Growth",https://goldacre.com/,Enquiries@goldacre.com
Google Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/gvcom.png,Generalist,"London, UK",https://www.linkedin.com/company/gvteam/,@gvteam,"Seed, Series A, Growth",https://www.gv.com/,
Green Angel Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/greenangelventurescom.png,"climate innovation, greentech","London, UK",https://www.linkedin.com/company/green-angel-ventures/,,"Seed, Growth",https://greenangelventures.com/,https://greenangelventures.com/contact/
Greencode Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/greencodevc.png,Greentech,"Helsinki, Finland",https://www.linkedin.com/company/greencode-ventures/,,"Pre-seed,Seed,Growth",https://greencode.vc/,hello@greencode.vc
Greenfield Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/greenfieldpartnerscom.png,Generalist,"Tel Aviv, Israel",https://www.linkedin.com/company/greenfieldlp/,,"Seed, Growth",https://www.greenfieldpartners.com/,
Gresham House Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/greshamhouseventurescom.png,Generalist,"London, UK",https://www.linkedin.com/company/gresham-house-ventures/,,"Seed, Growth",https://greshamhouseventures.com/,ventures@greshamhouse.com
Grok Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/grokventures.png,Generalist,,https://www.linkedin.com/company/grok-ventures-cbc/,@Grok_Ventures/lists/venture-portfolio/members,"Seed, Growth",https://grok.ventures/,hi@grok.ventures
GroundBreak Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/groundbreakventurescom.png,Proptech,"Toronto, Canada",https://www.linkedin.com/company/groundbreak-ventures/,,"Pre-seed, Seed, Growth",https://groundbreakventures.com/,info@groundbreakventures.com
GSRV,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/gsrvfund.png,Web 3,"Palo Alto, US",https://www.linkedin.com/company/gsr-markets/,https://twitter.com/GSR_io,"Pre-seed, Seed, Growth",https://gsrv.fund/,
Guiness Asset Management,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/guinnessfundscom.png,Generalist,"London, UK",https://www.linkedin.com/company/guinness-gi,@guinnessgi,"Seed, Growth",https://www.guinnessfunds.com/,info@guinnessfunds.com
Haatch,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/haatchcom.png,B2B Software,"Stamford, UK",https://www.linkedin.com/company/haatch,@haatch,"Pre-seed, Seed",https://haatch.com/,https://haatch.typeform.com/to/qZ1sPQti?typeform-source=haatch.com
Hambro Perks,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/hambroperkscom.png,"FinTech, Enterprise, Health Care","London, UK",https://www.linkedin.com/company/hambro-perks/,,"Seed, Growth",https://www.hambroperks.com/,info@hambroperks.com
Hatch,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/haatchcom.png,Generalist,"Lincolnshire, UK",https://www.linkedin.com/company/haatch,@haatch,"Pre-Seed, Seed",https://haatch.com/,hello@haatch.com
HCVC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/hcvcco.png,Hardware,"Paris, France",https://www.linkedin.com/jobs/view/3628689393/,@hardware_club,"Pre-seed, Seed, Growth",https://www.hcvc.co/,contact@hardwareclub.co
HearstLab,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/hearstlabcom.png,,"Amsterdam, Netherlands",https://www.linkedin.com/company/hearstlab/,@HearstLab,,https://www.hearstlab.com/,
Helvetia Venture Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/helvetiacomglobalventure-fundenhomehtml.png,Insurtech,"St. Gallen, Switzerland",https://www.linkedin.com/company/helvetiaventurefund,@HelvetiaVc,"Pre-seed, Seed",https://www.helvetia.com/global/venture-fund/en/home.html,
HERAN Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/heranpartnerscom.png,Healthtech,"Antwerp, Belgium",https://www.linkedin.com/company/heran-partners/,,"Pre-seed, Seed",https://www.heranpartners.com/,info@heranpartners.com
Highland Capital Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/highlandeuropecom.png,Generalist,"London, UK",https://www.linkedin.com/company/highland-europe/,@HighlandEurope,Growth,https://www.highlandeurope.com/,https://www.highlandeurope.com/contact/
Hitachi Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/hitachi-venturescom.png,Generalist,"Munich, Germany",https://www.linkedin.com/company/hitachi-ventures-gmbh/?viewAsMember=true,,"Seed, Growth",https://www.hitachi-ventures.com/,
Horizon Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/horizonsventurescom.png,"Deep science, Deep tech",,,,"Pre-seed, Seed, Growth",https://www.horizonsventures.com/,general@horizons.com.hk
Horizons Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/horizonsventurescom.png,,"Hong Kong, Hong Kong",https://www.linkedin.com/company/horizons-ventures/,,,https://www.horizonsventures.com/,
Hoxton Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/hoxtonventurescom.png,Generalist,"London, UK",https://www.linkedin.com/company/hoxton-ventures/,https://twitter.com/HoxtonVentures,"Pre-Seed, Seed, Series A",https://www.hoxtonventures.com/,businessplans@hoxton.vc
Hummingbird,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/hummingbirdvc.png,Generalist,"London, UK",https://www.linkedin.com/company/hummigbird-ventures/,,"Pre-seed, Seed, Growth",https://www.hummingbird.vc/,
Hustle Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/hustlefundvc.png,Generalist,"San Carlos, US",https://www.linkedin.com/company/hustle-fund/,@hustlefundvc,"Pre-seed, Seed",https://www.hustlefund.vc/,
HV Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/hvcapitalcom.png,Generalist,"Munich, Germany",https://www.linkedin.com/company/hvcapital/,@hv_capital,"Pre-seed, Seed, Growth",https://www.hvcapital.com/,
IDC Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/idcventurescom.png,Generalist,"Copenhagen, Denmark",https://www.linkedin.com/company/idcvc/,,"Pre-seed, Seed, Growth",https://idcventures.com/,
Ilavska Vuillermoz Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/linkedincomcompanyilavska-vuillermoz-capital.png,Generalist,"Luxembourg, Luxembourg",https://www.linkedin.com/company/ilavska-vuillermoz-capital/,,"Seed, Growth",https://www.linkedin.com/company/ilavska-vuillermoz-capital/,investments@ilavska-vuillermoz.com
Illumina Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/illuminaventurescom.png,"Healthtech, Genomics, Biotech","San Francisco, US",https://www.linkedin.com/company/illumina-ventures/,,"Seed, Growth",https://www.illuminaventures.com/,info@illuminaventures.com
Illuminate Financial,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/illuminatefinancialcom.png,"FinTech, Software, Enterprise","London, UK",https://www.linkedin.com/company/illuminate-financial-management,@illuminatefm,Growth,https://illuminatefinancial.com/,info@illuminatefinancial.com
Imperial College Enterprise Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/imperialacukadmin-servicesenterprisebusinessindustry-partnerships-and-commercialisationinvestmenticif.png,Generalist,"London, UK",https://www.linkedin.com/showcase/imperial-enterprise-division/,@ImperialIdeas,"Pre-seed, Seed, Growth",https://www.imperial.ac.uk/admin-services/enterprise/business/industry-partnerships-and-commercialisation/investment/icif/,https://enterprise.imperial.ac.uk/contact-us
Index Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/indexventurescom.png,Generalist,"London, UK",https://www.linkedin.com/company/index-ventures/,@IndexVentures,"Seed, Series A, Growth",https://www.indexventures.com/,
Infinity Investment Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/infinityinvestmentpartnerscom.png,Generalist,"London, UK",https://www.linkedin.com/company/infinity-investment-partners-limited/,,"Seed, Growth",http://www.infinityinvestmentpartners.com/,ir@infinityinvestmentpartners.com
Inflexion Private Equity,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/inflexioncom.png,Generalist,"London, UK",https://www.linkedin.com/company/inflexion-private-equity,,Growth,https://www.inflexion.com/,https://www.inflexion.com/contact/
Infracapital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/infracapitalcouk.png,"Proptech, Supply Chain","London, UK",https://www.linkedin.com/company/infracapital,,"Seed, Growth",https://www.infracapital.co.uk/,
InfraVia,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/infraviacapitalcom.png,Infrastructure,"Paris, France",https://www.linkedin.com/company/ofi-infravia/,,Growth,https://infraviacapital.com/,
Initial Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/initialcapitalcom.png,"Consumer, Gaming, B2C","London, UK",https://www.linkedin.com/company/2154584,@THNDRGAMES,"Pre-Seed, Seed",http://www.initialcapital.com/,info@initialcapital.com
inMotion Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/inmotionventurescom.png,Transport,"London, UK",https://www.linkedin.com/company/inmotionventures/,,"Seed, Series A, Growth",https://www.inmotionventures.com/,investments@inmotionventures.com
InReach Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/inreachventurescom.png,AI,"London, UK",https://www.linkedin.com/in/john-mesrie-973a93a,@InReachVentures,"Seed, Growth",https://www.inreachventures.com/,https://funding.inreachventures.com/
Insight Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/insightpartnerscom.png,Generalist,"NYC, US",https://www.linkedin.com/company/insight--partners,@insightpartners,"Seed, Growth",https://www.insightpartners.com/,
Interlock Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/interlockvc.png,Generalist,"Dallas, US",https://www.linkedin.com/company/interlock-partners/,,"Seed, Growth",https://interlock.vc/,information@interlock.vc
Intuitive Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/venturesintuitivecom.png,Healthcare,"Sunnyvale, US",https://www.linkedin.com/company/intuitiveventures/,,"Seed, Growth",https://ventures.intuitive.com/,
Inventure,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/inventurevc.png,Generalist,"Helsinki, Finland",https://www.linkedin.com/company/inventure/,@InventureVC,"Pre-seed, Seed, Growth",https://inventure.vc/,
Ip Group,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/ipgroupplccom.png,"DeepTech, AI","London, UK",https://www.linkedin.com/company/ip-group-plc,@IPGroupplc,Growth,https://www.ipgroupplc.com/,
IQ Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/iqcapitalvc.png,Deeptech,"London, Cambridge, UK",https://www.linkedin.com/company/iq-capital-partners,@iq_capital_fund?lang=en,"Seed, Growth",https://iqcapital.vc/,hello@iqcapital.vc
Iris Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/weareiriscom.png,"Healthcare, Wellness, B2C","London, UK",https://www.linkedin.com/company/weareiris/,,Growth,https://weareiris.com/,HELLO@WEAREIRIS.COM
Iron Wolf Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/ironwolfcapitalcom.png,Generalist,"Vilnius, Lithuania",https://www.linkedin.com/company/ironwolfcapital/,,"Pre-seed, Seed",https://www.ironwolfcapital.com/,
Isomer Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/isomercapitalcom.png,Generalist,"London, UK",https://www.linkedin.com/company/isomer-capital/about/,@isomercapital,"Seed, Growth",https://isomercapital.com/,info@isomercapital.com
IVP,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/ivpcom.png,Generalist,"San Francisco, US",https://www.linkedin.com/company/ivpvc/,@ivp,Growth,https://www.ivp.com/,https://www.ivp.com/contact/
IW Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/iwcapitalcouk.png,,"London, UK",https://www.linkedin.com/company/iw-capital,@IWCapital,,https://iwcapital.co.uk/,
JamJar Investments,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/jamjarinvestmentscom.png,"Consumer, B2C, Food","London, UK",,https://twitter.com/jamjarinvest,"Seed, Growth",http://jamjarinvestments.com,invest@jamjarinvestments.com
January Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/januaryventures.png,Generalist,"Boston, US",https://www.linkedin.com/company/jane-vc/,@January_VC,Pre-seed,https://www.january.ventures/,
Jigsaw VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/jigsawvc.png,Generalist,"St Helier, UK",https://www.linkedin.com/company/jigsawvc,,"Pre-seed, Seed",https://jigsaw.vc/,
JVP,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/jvpvccom.png,Generalist,"Jerusalem, Israel",https://www.linkedin.com/company/jvp,@jvpvc,"Pre-seed, Seed, Growth",https://www.jvpvc.com/,
Kadmos Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kadmoscapitalcom.png,"AI, Data, Biotech, Greentech","London, UK",https://www.linkedin.com/company/kadmos-capital/,,"Seed, Growth",https://kadmoscapital.com/,info@kadmoscapital.com
Kairos Capital Group,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kairoscapitalgroup.png,"Foodtech, B2C","Singapore, Singapore",https://www.linkedin.com/company/kairos-capital-group,,"Seed, Growth",https://www.kairoscapital.group/,general@kairoscapital.group
Karma VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/karmavc.png,Deeptech,"Tallinn, Estonia",https://www.linkedin.com/company/karma-ventures,@karmaventures,"Seed, Growth",https://www.karma.vc/,
Keiretsu Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/keiretsucapitalcom.png,"Tech, Proptech, Blockchain","Seattle, US",https://www.linkedin.com/company/keiretsu-capital,@keiretsucapital,"Seed, Growth",https://www.keiretsucapital.com/,
Kelvin Capital Limited,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kelvincapitalcom.png,Generalist,"Glasgow, UK",https://www.linkedin.com/company/2635107/,@kelvincapital?lang=en,"Seed, Growth",https://www.kelvincapital.com/,
Kennet Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kennetcom.png,"SaaS, Tech","London, UK",,,"Seed, Growth",https://kennet.com/,info@kennet.com
Kero Development Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kerogroupcom.png,,"Warrington, UK",https://www.linkedin.com/company/kero-developmentpartners/,,,https://www.kerogroup.com/,
Khosla Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/khoslaventurescom.png,Generalist,"Menlo Park, US",https://www.linkedin.com/company/khosla-ventures,@khoslaventures,"Seed, Growth",https://www.khoslaventures.com/,
KHP Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/khpventurescom.png,Healthcare,"London, UK",https://www.linkedin.com/company/khp-ventures/,,"Seed, Growth",https://khpventures.com/,
Kiilto Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kiiltoventurescom.png,"Construction, Greentech","Helsinki, Finland",https://www.linkedin.com/showcase/kiilto-ventures/,Kiilto,"Pre-seed, Seed",https://kiiltoventures.com/,Contact MATTI RÃ–NKKÃ– Head of Kiilto Ventures matti.ronkko@kiilto.com
Kindred Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kindredcapitalvc.png,Generalist,"London, UK",https://www.linkedin.com/company/kindred-capital-vc/,https://twitter.com/kindred_vc,"Pre-Seed, Seed",https://kindredcapital.vc/,hello@kindredcapital.vc
King River Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kingriverco.png,Generalist,"Surry Hills, Australia",https://www.linkedin.com/company/king-river-capital,@KingRiverVC,"Seed, Growth",https://www.kingriver.co/,
KKR,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kkrcom.png,Generalist,"NYC, US",https://www.linkedin.com/company/kkr/,@kkr_co,Growth,https://www.kkr.com/,
KM Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/km-capitalcouk.png,"Consumer, B2C","Manchester, UK",https://www.linkedin.com/in/km-capital-608a3215b/,,"Pre-Seed, Seed",https://km-capital.co.uk/,invest@km-capital.co.uk
Kodori Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kodorich.png,"cybersecurity, real estate, consumer goods, medical treatments, healthtech, B2C","Zug, Switzerland",,,"Pre-seed, Seed, Growth",https://www.kodori.ch/,kodori@kodori.ch
Kompas VC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kompasvc.png,"Building, Manufacturing","Amsterdam, Netherlands",https://www.linkedin.com/company/kompasvc/,@kompas_vc,"Seed, Growth",https://www.kompas.vc/,
Korelya Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/korelyacapitalcom.png,Generalist,"Paris, France",https://www.linkedin.com/company/korelyacapital/,@korelyacapital,"Seed, Growth",https://www.korelyacapital.com/,
Kraken Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/krakenventurescom.png,"Web 3, Crypto, Fintech, Blockchain","San Francisco, US",https://www.linkedin.com/company/kraken-ventures/,@KrakenVentures,"Pre-seed, Seed, Growth",https://www.krakenventures.com/,
Kreos Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kreoscapitalcom.png,Generalist,"London, UK",https://www.linkedin.com/company/kreos-capital/,@kreoscapital/status/1394273973358239753,Growth,http://www.kreoscapital.com,INFO@KREOSCAPITAL.COM
KRR,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/kkrcom.png,Generalist,"NYC, US",https://www.linkedin.com/company/kkr/,@kkr_co,"Seed, Growth",https://www.kkr.com/,
Lakestar,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/lakestarcom.png,Generalist,"London, UK",https://www.linkedin.com/company/lakestar-vc,,"Seed, Growth",https://lakestar.com/,
LAUNCHub Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/launchubcom.png,Generalist,"Sofia, Bulgaria",https://www.linkedin.com/in/irinadimitrovacfa,@lyuben,"Pre-seed, Seed, Growth",https://launchub.com/,
Lauxera Capital Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/lauxeracom.png,Healthtech,"Paris, France",https://www.linkedin.com/company/lauxera-capital-partners/?viewAsMember=true,,"Seed, Growth",https://lauxera.com/,contact@lauxera.com
Layer One Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/layeroneventures.png,Web 3,"US, US",,@LayerOneVC,"Pre-seed, Seed",https://www.layerone.ventures/,https://www.layerone.ventures/contact
LCIF,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/londongovukprogrammes-strategiesshaping-local-placesfunding-opportunitieslondon-co-investment-fund-lcif.png,Generalist,"London, UK",https://www.linkedin.com/shareArticle?mini=true&url=https%3A//www.london.gov.uk/programmes-strategies/shaping-local-places/funding-opportunities/london-co-investment-fund-lcif&title=London%20Co-Investment%20Fund%20%28LCIF%29,@share?url=https%3A//www.london.gov.uk/programmes-strategies/shaping-local-places/funding-opportunities/london-co-investment-fund-lcif&text=London%20Co-Investment%20Fund%20%28LCIF%29,"Pre-seed, Seed, Growth",https://www.london.gov.uk/programmes-strategies/shaping-local-places/funding-opportunities/london-co-investment-fund-lcif,
Ldv Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/ldvco.png,"VisualTech, AI, DeepTech","London, UK",https://www.linkedin.com/company/ldv-capital,@ldvcapital,"Pre-Seed, Seed",https://www.ldv.co/,
Lead Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/hulinkedincomcompanyleadventureseu.png,Generalist,"Budapest, Hungary",https://www.linkedin.com/company/leadventures.eu/,,"Pre-seed, Seed",https://leadventures.eu/,info@leadventures.eu
Leadblock Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/leadblockpartnerscom.png,Blockchain,"London, UK",https://linkedin.com/company/leadblockpartners?trk=ppro_cprof,,"Pre-seed, Seed, Growth",https://leadblockpartners.com/,
Leela Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/leelacapitalcom.png,Generalist,"London, UK",https://www.linkedin.com/company/leela-capital/,,"Seed, Growth",https://www.leelacapital.com/,info@leelacapital.com
Legal & General Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/legalzoomcom.png,"Residential property, Specialist commercial real estate, Clean energy, Alternative credit, SME equity","London, UK",https://www.linkedin.com/company/legal-general-capital/,,Growth,https://www.legalandgeneralcapital.com/,
Leo Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/leocapital.png,Generalist,"Singapore, Singapore",https://sg.linkedin.com/company/leodotcapital?trk=similar-pages,,"Pre-seed, Seed",https://leo.capital/,
LiFE Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/lifeventurestech.png,Proptech,"London, UK",,,"Pre-Seed, Seed",https://lifeventures.tech/,
LifeArc Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/lifearcorgnews2023lifearc-ventures-strong-performance-in-2022-sustained-investment-in-innovation.png,Life Sciences,"London, UK",https://www.linkedin.com/company/lifearc-ventures/,@LifeArcVentures,"Pre-seed, Seed",https://www.lifearc.org/news/2023/lifearc-ventures-strong-performance-in-2022-sustained-investment-in-innovation/,ventures@lifearc.org
LifeX Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/lifexvc.png,"Biotech, Healthtech, Climate","NYC, US",https://www.linkedin.com/company/lifexvc/,https://twitter.com/LifeXGlobal,"Seed, Growth",https://www.lifex.vc/,
